9.38048267,-0.40940848,2.83234072,0.04764749,-0.00488692,0.031124622,0.02633622,-0.033518825,-0.00244346,9.80730465,0.04795973,0.05278115309808894
9.38048267,-0.40940848,2.83234072,0.03176499,0.00366519,0.031124622,0.02633622,-0.033518825,0.0,9.80730465,0.03197575,0.05278115309808894
9.38048267,-0.40940848,2.83234072,0.03176499,0.00366519,0.10534488,0.06943185,-0.093373865,0.0,9.80730465,0.03197575,0.15696178933494975
9.27274323,-0.38067806,2.79642749,0.03176499,0.00366519,0.10534488,0.06943185,-0.093373865,0.0,9.69271321,0.03197575,0.15696178933494975
9.27274323,-0.38067806,2.79642749,0.02076942,0.00977384,0.10534488,0.06943185,-0.093373865,0.00244346,9.69271321,0.02308392,0.15696178933494975
9.27274323,-0.38067806,2.79642749,0.02076942,0.00977384,0.04309563,0.033518825,-0.12449849,0.00244346,9.69271321,0.02308392,0.1359434369600461
9.28471375,-0.37588966,2.80839849,0.02076942,0.00977384,0.04309563,0.033518825,-0.12449849,0.00244346,9.70743552,0.02308392,0.1359434369600461
9.28471375,-0.37588966,2.80839849,0.0158825,0.01710423,0.04309563,0.033518825,-0.12449849,0.00122173,9.70743552,0.02337308,0.1359434369600461
9.28471375,-0.37588966,2.80839849,0.0158825,0.01710423,-0.062249243,0.059855044,-0.1604115,0.00122173,9.70743552,0.02337308,0.18217970827822413
9.31344414,-0.35913026,2.9113493,0.0158825,0.01710423,-0.062249243,0.059855044,-0.1604115,0.00122173,9.76448519,0.02337308,0.18217970827822413
9.31344414,-0.35913026,2.9113493,0.0122173,0.02321288,-0.062249243,0.059855044,-0.1604115,-0.00610865,9.76448519,0.02693355,0.18217970827822413
9.31344414,-0.35913026,2.9113493,0.0122173,0.02321288,-0.050278235,0.06464344,-0.14844051,-0.00610865,9.76448519,0.02693355,0.16953247662912982
9.27753162,-0.36870706,2.94486809,0.0122173,0.02321288,-0.050278235,0.06464344,-0.14844051,-0.00610865,9.74067687,0.02693355,0.16953247662912982
9.27753162,-0.36870706,2.94486809,0.01954769,0.02199115,-0.050278235,0.06464344,-0.14844051,-0.01343904,9.74067687,0.03234703,0.16953247662912982
9.27753162,-0.36870706,2.94486809,0.01954769,0.02199115,-0.021547815,0.08140286,-0.045489833,-0.01343904,9.74067687,0.03234703,0.09570819671972804
9.21288776,-0.39743748,2.81797528,0.01954769,0.02199115,-0.021547815,0.08140286,-0.045489833,-0.01343904,9.6424189,0.03234703,0.09570819671972804
9.21288776,-0.39743748,2.81797528,0.03543019,0.01832596,-0.021547815,0.08140286,-0.045489833,-0.01343904,9.6424189,0.04209212,0.09570819671972804
9.21288776,-0.39743748,2.81797528,0.03543019,0.01832596,-0.05746084,0.06943185,-0.011971008,-0.01343904,9.6424189,0.04209212,0.09091663703030228
9.22007084,-0.40462008,2.72460151,0.03543019,0.01832596,-0.05746084,0.06943185,-0.011971008,-0.01343904,9.62272711,0.04209212,0.09091663703030228
9.22007084,-0.40462008,2.72460151,0.0439823,0.01710423,-0.05746084,0.06943185,-0.011971008,-0.01466077,9.62272711,0.04941594,0.09091663703030228
9.13866806,-1.09654438,0.45010993,-0.02076942,0.0280998,0.50757074,1.2330139,7.764396,0.01710423,9.21521907,0.03890401,7.878058102381197
9.13866806,-1.09654438,0.45010993,0.01832596,0.0280998,0.50757074,1.2330139,7.764396,0.02199115,9.21521907,0.04011297,7.878058102381197
9.13866806,-1.09654438,0.45010993,0.01832596,0.0280998,-0.37110126,-0.35194764,1.5682021,0.02199115,9.21521907,0.04011297,1.649497265485798
9.30386734,-0.36631286,2.15717578,0.01832596,0.0280998,-0.37110126,-0.35194764,1.5682021,0.02199115,9.55769533,0.04011297,1.649497265485798
9.30386734,-0.36631286,2.15717578,0.04642576,0.02687807,-0.37110126,-0.35194764,1.5682021,0.02321288,9.55769533,0.05845186,1.649497265485798
9.30386734,-0.36631286,2.15717578,0.04642576,0.02687807,-0.20350714,-0.6871359,-2.4875755,0.02321288,9.55769533,0.05845186,2.588745427736158
9.29429054,-0.15322891,4.10605574,0.04642576,0.02687807,-0.20350714,-0.6871359,-2.4875755,0.02321288,10.16203766,0.05845186,2.588745427736158
9.29429054,-0.15322891,4.10605574,0.04764749,0.02565634,-0.20350714,-0.6871359,-2.4875755,0.01954769,10.16203766,0.05753819,2.588745427736158
9.29429054,-0.15322891,4.10605574,0.04764749,0.02565634,-0.038307227,0.04309563,-0.78290397,0.01954769,10.16203766,0.05753819,0.7850243958489508
9.22007084,-0.59855044,3.17949986,0.04764749,0.02565634,-0.038307227,0.04309563,-0.78290397,0.01954769,9.77124292,0.05753819,0.7850243958489508
9.22007084,-0.59855044,3.17949986,0.02443461,0.01954769,-0.038307227,0.04309563,-0.78290397,0.01710423,9.77124292,0.03566114,0.7850243958489508
9.22007084,-0.59855044,3.17949986,0.02443461,0.01954769,-0.045489833,0.25857377,1.1611878,0.01710423,9.77124292,0.03566114,1.190498530952093
9.20809937,-0.59376204,2.58813214,0.02443461,0.01954769,-0.045489833,0.25857377,1.1611878,0.01710423,9.58332277,0.03566114,1.190498530952093
9.20809937,-0.59376204,2.58813214,0.00244346,0.01710423,-0.045489833,0.25857377,1.1611878,0.0158825,9.58332277,0.02346868,1.190498530952093
9.20809937,-0.59376204,2.58813214,0.00244346,0.01710423,-0.11971009,-0.18435353,0.23223756,0.0158825,9.58332277,0.02346868,0.31976712579955024
9.32302189,-0.5267244,3.43328524,0.00244346,0.01710423,-0.11971009,-0.18435353,0.23223756,0.0158825,9.94905137,0.02346868,0.31976712579955024
9.32302189,-0.5267244,3.43328524,-0.00366519,0.01343904,-0.11971009,-0.18435353,0.23223756,0.0122173,9.94905137,0.01852846,0.31976712579955024
9.32302189,-0.5267244,3.43328524,-0.00366519,0.01343904,-0.1316811,-0.17956513,-0.35913026,0.0122173,9.94905137,0.01852846,0.42256135001031087
9.22725296,-0.56263739,3.31596947,-0.00366519,0.01343904,-0.1316811,-0.17956513,-0.35913026,0.0122173,9.82112069,0.01852846,0.42256135001031087
9.22725296,-0.56263739,3.31596947,0.0,0.00733038,-0.1316811,-0.17956513,-0.35913026,0.00610865,9.82112069,0.00954202,0.42256135001031087
5.93283176,0.02394202,2.23618436,0.54489177,-1.25716066,-3.0669725,1.3072342,-1.7429788,-3.11785626,6.34031438,3.40564057,3.762068126225432
5.93283176,0.02394202,2.23618436,0.36529741,-1.19973934,-3.0669725,1.3072342,-1.7429788,-3.01523089,6.34031438,3.2656445,3.762068126225432
5.93283176,0.02394202,2.23618436,0.36529741,-1.19973934,-3.0382419,1.6759412,-1.8171991,-3.01523089,6.34031438,3.2656445,3.916874421166455
